ticker,pub_date,headline,vader_pos,vader_neu,vader_neg,vader_label,drob_neg,drob_neu,drob_pos,drob_label,deb_pos,deb_neg,deb_neu,deb_label
CRM,2016-06-01,Salesforce.com to Acquire Demandware for $2.8 Billion,0.0,1.0,0.0,Neutral,0.009763662,0.45980605,0.5304303,Positive,0.0027857565,0.62209016,0.37512407,Neutral
CRM,2016-07-28,"Once Again, an Oracle Deal Benefits Ellison",0.302,0.698,0.0,Positive,0.019816952,0.34043816,0.6397448,Positive,0.0014307281,0.0624047,0.9361645,Positive
CRM,2016-10-11,"Morning Agenda: Twitter-Salesforce Talks, Buffett’s Taxes, H.R. Red Flags",0.0,1.0,0.0,Neutral,0.05862851,0.751402,0.18996945,Neutral,0.019452753,0.95850414,0.022043029,Neutral
CRM,2016-10-06,Twitter’s Fate: Marc Benioff of Salesforce Addresses Acquisition Talk,0.0,1.0,0.0,Neutral,0.0817885,0.73744494,0.18076661,Neutral,0.0027347119,0.9087939,0.08847131,Neutral
CRM,2016-10-06,"Morning Agenda: Theranos Closes Labs, Twitter Chatter, Taking on Samsung",0.0,1.0,0.0,Neutral,0.26375854,0.48680764,0.24943382,Neutral,0.65656096,0.3381113,0.005327791,Negative
CRM,2016-10-06,Salesforce C.E.O. on Twitter Deal,0.0,1.0,0.0,Neutral,0.028804375,0.8725682,0.09862736,Neutral,0.0027549476,0.9951574,0.002087573,Neutral
CRM,2016-11-05,How LinkedIn Drove a Wedge Between Microsoft and Salesforce,0.0,1.0,0.0,Neutral,0.6865692,0.17332774,0.140103,Negative,0.7427656,0.25063026,0.006604171,Negative
CRM,2016-10-08,Farhad’s and Mike’s Week in Tech: Samsung’s Exploding Products and Twitter’s Fizzling Deal,0.0,1.0,0.0,Neutral,0.316998,0.45585728,0.22714466,Neutral,0.9701582,0.02783724,0.002004436,Negative
CRM,2016-10-07,Paying $15 Billion for Twitter Will Be Hard for Anyone to Justify,0.0,0.887,0.113,Negative,0.19777592,0.61113554,0.19108859,Neutral,0.9837234,0.014210782,0.0020658362,Negative
CRM,2016-10-14,Salesforce Rules Out a Bid for Twitter,0.0,1.0,0.0,Neutral,0.29800755,0.55187225,0.15012015,Neutral,0.21868265,0.66987014,0.111447155,Neutral
CRM,2016-10-02,Taking the Temperature Inside the (Feverish) Cloud,0.0,1.0,0.0,Neutral,0.16105846,0.70168436,0.1372572,Neutral,0.018869055,0.97859085,0.0025400706,Neutral
CRM,2016-10-07,Salesforce Shareholders Besiege Possible Twitter Deal,0.0,1.0,0.0,Neutral,0.8269153,0.115962856,0.057121858,Negative,0.03523292,0.9570302,0.0077369474,Neutral
CRM,2016-10-10,"Morning Agenda: Peso Predictor, Salesforce Investors Speak, Calpers Standoff",0.0,1.0,0.0,Neutral,0.7442837,0.17018732,0.085529014,Negative,0.0041838465,0.97579694,0.020019254,Neutral
CRM,2016-10-11,Earth-Rattling Times at Samsung and Twitter,0.0,1.0,0.0,Neutral,0.03766878,0.8756506,0.086680666,Neutral,0.75191295,0.2367365,0.011350568,Negative
CRM,2016-10-07,Daily Report: Salesforce Has Had Its Eye on Twitter. But Why?,0.0,1.0,0.0,Neutral,0.0976884,0.75207114,0.1502405,Neutral,0.0021246788,0.99362046,0.0042548343,Neutral
CRM,2016-10-31,Daily Report: Google’s Day in Europe’s Court Highlights Nature of New Tech,0.0,1.0,0.0,Neutral,0.030376958,0.42384472,0.54577833,Positive,0.0013982779,0.97466564,0.023936134,Neutral
CRM,2016-10-11,Twitter Is Said to Be in Continued Talks With Salesforce,0.0,1.0,0.0,Neutral,0.023462446,0.36055592,0.61598164,Positive,0.0022000435,0.79514515,0.20265481,Neutral
CRM,2017-08-19,The Moral Voice of Corporate America,0.0,1.0,0.0,Neutral,0.07177832,0.7597815,0.16844028,Neutral,0.004687834,0.9789144,0.016397865,Neutral
CRM,2017-12-29,"San Francisco’s Skyline, Now Inescapably Transformed by Tech",0.0,1.0,0.0,Neutral,0.026584258,0.65638363,0.3170321,Neutral,0.021139195,0.9553849,0.02347601,Neutral
CRM,2017-01-17,"How Indianapolis, Long Known as a Manufacturing Center, Is Luring Tech Talent",0.219,0.781,0.0,Positive,0.015909806,0.31999215,0.66409796,Positive,0.5498543,0.1569821,0.2931636,Negative
CRM,2018-08-23,Top C.E.O.s Denounce Trump Immigration Policy as Threat to U.S. Economy,0.115,0.513,0.372,Negative,0.8413797,0.09547447,0.063145794,Negative,0.9906241,0.00675382,0.0026220852,Negative
CRM,2018-09-17,A San Francisco Tech Mogul Buys a Fabled Slice of New York Media,0.0,1.0,0.0,Neutral,0.017960718,0.73731244,0.24472684,Neutral,0.005077714,0.9616815,0.03324086,Neutral
CRM,2018-09-17,"Time Magazine Is Bought by Marc Benioff, Salesforce Billionaire",0.0,1.0,0.0,Neutral,0.018308915,0.8374618,0.14422923,Neutral,0.00997631,0.98154527,0.008478367,Neutral
CRM,2018-09-17,Marc Benioff Explains Why He Is Buying Time Magazine,0.0,1.0,0.0,Neutral,0.02049089,0.6881954,0.29131368,Neutral,0.0022795985,0.9830943,0.0146260755,Neutral
CRM,2018-09-18,When an Owner’s New Company Puts the Old One in Trump’s Cross Hairs,0.0,1.0,0.0,Neutral,0.06603735,0.6386751,0.29528752,Neutral,0.17647234,0.8169529,0.0065747476,Neutral
CRM,2018-09-19,Can the People Who Almost Brought Down the News Business Save It?,0.225,0.775,0.0,Positive,0.81668866,0.10728635,0.07602503,Negative,0.7355677,0.2036409,0.060791496,Negative
CRM,2018-02-07,They’re 3 of the U.S.’ Most Innovative C.E.O.s: Ask Them Anything,0.262,0.738,0.0,Positive,0.02196785,0.6747473,0.3032849,Neutral,0.003037888,0.29223096,0.70473117,Positive
CRM,2018-02-20,Marc Benioff on Technology and Trust,0.398,0.602,0.0,Positive,0.02192032,0.84786814,0.13021158,Neutral,0.008716685,0.9532991,0.037984144,Neutral
CRM,2018-12-29,The 3 Biggest Challenges for Tech in 2019,0.178,0.822,0.0,Positive,0.7539924,0.17081541,0.07519216,Negative,0.8236617,0.1719003,0.0044380273,Negative
CRM,2018-06-15,Marc Benioff of Salesforce: ‘Are We Not All Connected?’,0.0,1.0,0.0,Neutral,0.3542527,0.5287278,0.117019445,Neutral,0.008861436,0.97528243,0.015856193,Neutral
CRM,2018-11-07,San Francisco Approves Business Tax to Fund Homeless Services,0.252,0.748,0.0,Positive,0.09355048,0.38762203,0.5188275,Positive,0.0030476134,0.26007771,0.7368747,Positive
CRM,2018-11-29,Talking Mindfulness on the C.E.O. Beat,0.0,1.0,0.0,Neutral,0.02835909,0.72659147,0.24504945,Neutral,0.010563706,0.9769389,0.012497324,Neutral
CRM,2018-10-24,The Social Responsibility of Business,0.0,1.0,0.0,Neutral,0.050941765,0.8276732,0.12138501,Neutral,0.0055731055,0.9719697,0.022457203,Neutral
CRM,2018-10-19,"In Liberal San Francisco, Tech Leaders Brawl Over Tax Proposal to Aid Homeless",0.0,1.0,0.0,Neutral,0.7271223,0.16967644,0.10320122,Negative,0.896391,0.08000141,0.023607658,Negative
CRM,2019-06-14,The Week in Tech: Big Trouble With Trustbusters and China,0.0,0.769,0.231,Negative,0.7400503,0.19294485,0.06700477,Negative,0.9290209,0.06574103,0.0052380813,Negative
CRM,2019-06-10,Making Data Coherent Drives Salesforce’s $15.3 Billion Deal for Tableau,0.0,1.0,0.0,Neutral,0.011409364,0.29932427,0.6892664,Positive,0.0013121832,0.097306475,0.9013813,Positive
CRM,2019-06-07,Take the Guesswork Out of Growth,0.342,0.658,0.0,Positive,0.7438705,0.16654003,0.089589454,Negative,0.0075101457,0.20443134,0.7880585,Positive
CRM,2019-07-01,"$2 Trillion Worth of Deals Were Struck in the First Half of 2019, but Caution Crept In",0.081,0.836,0.084,Neutral,0.9056002,0.038865298,0.05553452,Negative,0.009875609,0.34838387,0.64174056,Positive
CRM,2019-10-14,Marc Benioff: We Need a New Capitalism,0.0,1.0,0.0,Neutral,0.032137,0.6137208,0.35414225,Neutral,0.01270676,0.6646251,0.32266814,Neutral
CRM,2020-09-11,Has Business Left Milton Friedman Behind?,0.0,1.0,0.0,Neutral,0.7641659,0.16612999,0.069704086,Negative,0.12544763,0.7913214,0.08323106,Neutral
CRM,2020-09-05,Parents Got More Time Off. Then the Backlash Started.,0.0,1.0,0.0,Neutral,0.81774294,0.109561056,0.072696075,Negative,0.2576727,0.3621432,0.3801841,Positive
CRM,2020-09-22,Stakeholder Capitalism Gets a Report Card. It’s Not Good.,0.0,0.744,0.256,Negative,0.7223052,0.20321009,0.07448476,Negative,0.5763201,0.410637,0.013042963,Negative
CRM,2020-02-12,A Trillion Trees: How One Idea Triumphed Over Trump’s Climate Denialism,0.262,0.738,0.0,Positive,0.10749849,0.29819995,0.5943015,Positive,0.07866312,0.5011685,0.4201684,Neutral
CRM,2020-03-23,"Logged On From the Laundry Room: How the C.E.O.s of Google, Pfizer and Slack Work From Home",0.0,1.0,0.0,Neutral,0.037210535,0.78708196,0.17570741,Neutral,0.00078068656,0.9972705,0.0019486924,Neutral
CRM,2020-03-04,Brace Yourself for What’s Coming at Twitter,0.0,1.0,0.0,Neutral,0.08112342,0.7684058,0.1504708,Neutral,0.004914661,0.99205256,0.0030328142,Neutral
CRM,2020-12-02,Marc Benioff Sets His Sights on Microsoft,0.0,1.0,0.0,Neutral,0.024802113,0.38326856,0.5919293,Positive,0.003825144,0.89284676,0.10332808,Neutral
CRM,2020-12-02,Why Your Workplace Software Stinks,0.0,0.667,0.333,Negative,0.8182828,0.13011244,0.051604778,Negative,0.99547786,0.003659564,0.00086267263,Negative
CRM,2020-12-01,Salesforce to Acquire Slack for $27.7 Billion,0.0,1.0,0.0,Neutral,0.013200074,0.42331153,0.5634883,Positive,0.002251474,0.58308196,0.4146666,Neutral
CRM,2020-05-11,Employers Rush to Adopt Virus Screening. The Tools May Not Help Much.,0.122,0.716,0.162,Negative,0.21185556,0.59031945,0.19782498,Neutral,0.6506544,0.33779496,0.0115506975,Negative
CRM,2020-04-28,Marc Benioff’s $25 Million Blitz to Buy Protective Gear From China,0.0,1.0,0.0,Neutral,0.01869718,0.7015085,0.27979428,Neutral,0.0020066279,0.98733807,0.010655301,Neutral
CRM,2020-04-24,"Frantic for Coronavirus Gear, Americans in Need Turn to China’s Elite",0.0,0.775,0.225,Negative,0.73445797,0.16632652,0.099215485,Negative,0.008375416,0.9286252,0.06299932,Neutral
CRM,2020-04-28,Salesforce and Other Silicon Valley Firms Are Using Corporate Connections to Buy Masks for Hospitals,0.0,1.0,0.0,Neutral,0.016038625,0.62132037,0.362641,Neutral,0.0016792364,0.98805994,0.010260836,Neutral
CRM,2020-04-20,Traction on Demand Releases Global Outbreak Response Tool for Free,0.258,0.625,0.117,Positive,0.02215322,0.8155174,0.16232944,Neutral,0.001665013,0.80032104,0.198014,Neutral
CRM,2020-01-14,Tech Bro Uniform Meets Margaret Thatcher. Disruption Ensues.,0.0,0.737,0.263,Negative,0.5579525,0.3206637,0.1213838,Negative,0.7533742,0.22401665,0.022609089,Negative
CRM,2020-06-10,Farewell to Gummy Bear Jars: Tech Offices Get a Virus Safety Makeover,0.219,0.781,0.0,Positive,0.04683043,0.40454477,0.5486249,Positive,0.014622285,0.59908557,0.38629216,Neutral
CRM,2020-11-30,Companies Bet Big on Working From Home,0.0,1.0,0.0,Neutral,0.016838139,0.4817654,0.5013965,Positive,0.0042148232,0.50700253,0.48878264,Neutral
CRM,2021-02-16,What’s Delaying Boardroom Diversity,0.0,1.0,0.0,Neutral,0.802881,0.1502249,0.046894155,Negative,0.6611538,0.335568,0.00327824,Negative
CRM,2021-02-16,A Hidden Hurdle in Efforts to Diversify Boardrooms,0.0,1.0,0.0,Neutral,0.22689554,0.5824699,0.19063455,Neutral,0.627961,0.30717653,0.064862534,Negative
CRM,2021-05-04,Business Coalitions Speak Out Against Voting Restrictions in Texas,0.0,1.0,0.0,Neutral,0.41482887,0.38926616,0.19590497,Negative,0.51750004,0.42520398,0.057296045,Negative
CRM,2021-04-22,"Britain, Norway and the United States join forces with businesses to protect tropical forests.",0.409,0.591,0.0,Positive,0.031114891,0.4103431,0.558542,Positive,0.0024901037,0.60619813,0.39131176,Neutral
CRM,2021-01-23,The Future of Twitter,0.0,1.0,0.0,Neutral,0.024993429,0.83501226,0.13999432,Neutral,0.004358366,0.99260545,0.003036195,Neutral
CRM,2022-08-06,Major Indiana Employers Criticize State’s New Abortion Law,0.0,0.729,0.271,Negative,0.7407925,0.16569099,0.09351648,Negative,0.9715873,0.025701355,0.002711346,Negative
CRM,2022-02-22,Big Tech Makes a Big Bet: Offices Are Still the Future,0.0,1.0,0.0,Neutral,0.019943625,0.44477165,0.53528476,Positive,0.009554322,0.54227716,0.4481685,Neutral
CRM,2022-12-01,"What We Learned From Sam Bankman-Fried, Mark Zuckerberg, Reed Hastings and More",0.0,1.0,0.0,Neutral,0.054217476,0.6207297,0.32505286,Neutral,0.00089278736,0.99386144,0.005245694,Neutral
CRM,2022-12-05,Slack C.E.O. to Step Down in January,0.0,1.0,0.0,Neutral,0.9385771,0.034490414,0.026932465,Negative,0.3356299,0.6549777,0.009392479,Neutral
CRM,2022-12-06,Could Biden’s Climate Agenda Trigger a New Trade War?,0.0,0.642,0.358,Negative,0.59922415,0.28321433,0.11756148,Negative,0.98885614,0.009085949,0.0020579833,Negative
CRM,2022-11-09,Crypto Investors Grapple With the Collapse of a Giant,0.0,0.686,0.314,Negative,0.86600727,0.07787471,0.056118034,Negative,0.92731535,0.0674432,0.0052414956,Negative
CRM,2022-10-04,The Board Chair Squaring Up to Elon Musk in the Feud Over Twitter,0.0,0.833,0.167,Negative,0.43798164,0.394175,0.16784334,Negative,0.9943897,0.0050906017,0.00051969144,Negative
CRM,2023-09-22,What Happens When the Boss Invites You to Bible Study?,0.0,1.0,0.0,Neutral,0.111225836,0.7862777,0.10249646,Neutral,0.031863205,0.960385,0.007751758,Neutral
CRM,2023-02-13,Happiness or Success? Salesforce’s Marc Benioff Doesn’t Want to Choose.,0.551,0.449,0.0,Positive,0.47199407,0.4108298,0.1171761,Negative,0.011484482,0.90794134,0.08057414,Neutral
CRM,2023-03-01,The Heat on Salesforce Grows Ahead of a Big Earnings Call,0.0,1.0,0.0,Neutral,0.0922921,0.09076349,0.8169445,Positive,0.97005343,0.02688306,0.0030635458,Negative
CRM,2023-03-04,The Trillion-Dollar Debate Over Share Buybacks,0.306,0.694,0.0,Positive,0.367022,0.47088167,0.16209637,Neutral,0.3302548,0.66657174,0.003173475,Neutral
CRM,2023-03-02,The Battle Over E.S.G. Heads to the White House,0.0,0.755,0.245,Negative,0.06875803,0.7221429,0.20909911,Neutral,0.015333593,0.9777776,0.0068888534,Neutral
CRM,2023-03-27,Markets Climb as Silicon Valley Bank Finally Finds a Buyer,0.0,1.0,0.0,Neutral,0.030749843,0.12731081,0.84193933,Positive,0.00045452247,0.009237047,0.99030846,Positive
CRM,2023-01-05,"Amazon Expands Corporate Layoffs to 18,000 Jobs",0.383,0.617,0.0,Positive,0.94893694,0.02313896,0.027924133,Negative,0.9976043,0.0017571,0.0006386107,Negative
CRM,2023-01-05,Kevin McCarthy’s Business Ties Complicate His Rise to Power,0.0,1.0,0.0,Neutral,0.3402126,0.47779894,0.18198848,Neutral,0.9882088,0.010446871,0.0013444118,Negative
CRM,2023-01-24,Live Nation Faces a Skeptical Senate,0.0,0.635,0.365,Negative,0.8385669,0.118427895,0.043005187,Negative,0.9609789,0.036983546,0.0020375513,Negative
CRM,2023-01-23,Activist Investors Are Circling Salesforce,0.0,1.0,0.0,Neutral,0.016741963,0.77673346,0.20652455,Neutral,0.077350184,0.9074381,0.015211822,Neutral
CRM,2023-01-04,Salesforce to Lay Off 10% of Staff and Cut Office Space,0.0,0.826,0.174,Negative,0.94319135,0.030308437,0.026500227,Negative,0.9928899,0.0061960705,0.00091403804,Negative
CRM,2023-01-25,A Short Seller Takes Aim at an Indian Corporate Giant,0.0,1.0,0.0,Neutral,0.39445192,0.47452095,0.13102713,Neutral,0.56971776,0.39901865,0.03126363,Negative
CRM,2023-06-20,Return to Office Enters the Desperation Phase,0.0,0.667,0.333,Negative,0.05659361,0.69401586,0.24939054,Neutral,0.9827108,0.013460884,0.0038283274,Negative
CRM,2023-06-30,Why Corporate America Is Worried About Affirmative Action,0.0,0.761,0.239,Negative,0.7331232,0.19829918,0.06857759,Negative,0.8169452,0.18120168,0.0018532015,Negative
CRM,2023-07-25,Tech Firms Once Powered New York’s Economy. Now They’re Scaling Back.,0.0,1.0,0.0,Neutral,0.7058539,0.0828832,0.21126299,Negative,0.6768735,0.29723287,0.025893584,Negative
CRM,2023-07-05,"As Businesses Clamor for Workplace A.I., Tech Companies Rush to Provide It",0.0,1.0,0.0,Neutral,0.017438972,0.44376814,0.5387929,Positive,0.0016175619,0.13259315,0.8657893,Positive
CRM,2023-11-21,Does A.I. Have an Inherent Governance Problem?,0.0,0.69,0.31,Negative,0.43680954,0.47298935,0.090201184,Neutral,0.7461547,0.2511711,0.0026741691,Negative
